Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 6 [5120/49000 (10%)]	Train Loss: 2.166209	Val Loss: 2.145766	Val Acc: 31.5
Train Epoch: 6 [10240/49000 (21%)]	Train Loss: 2.189651	Val Loss: 2.150316	Val Acc: 31.100000381469727
Train Epoch: 6 [15360/49000 (31%)]	Train Loss: 2.175971	Val Loss: 2.151200	Val Acc: 31.0
Train Epoch: 6 [20480/49000 (42%)]	Train Loss: 2.187618	Val Loss: 2.149107	Val Acc: 31.200000762939453
Train Epoch: 6 [25600/49000 (52%)]	Train Loss: 2.138771	Val Loss: 2.148140	Val Acc: 31.299999237060547
Train Epoch: 6 [30720/49000 (62%)]	Train Loss: 2.174311	Val Loss: 2.147058	Val Acc: 31.399999618530273
Train Epoch: 6 [35840/49000 (73%)]	Train Loss: 2.205281	Val Loss: 2.145222	Val Acc: 31.600000381469727
Train Epoch: 6 [40960/49000 (83%)]	Train Loss: 2.174030	Val Loss: 2.147042	Val Acc: 31.399999618530273
Train Epoch: 6 [46080/49000 (94%)]	Train Loss: 2.160358	Val Loss: 2.148266	Val Acc: 31.299999237060547
Train Epoch: 7 [0/49000 (0%)]	Train Loss: 2.172006	Val Loss: 2.149113	Val Acc: 31.200000762939453
Train Epoch: 7 [5120/49000 (10%)]	Train Loss: 2.185779	Val Loss: 2.146007	Val Acc: 31.5
Train Epoch: 7 [10240/49000 (21%)]	Train Loss: 2.150331	Val Loss: 2.145124	Val Acc: 31.600000381469727
Train Epoch: 7 [15360/49000 (31%)]	Train Loss: 2.158353	Val Loss: 2.144266	Val Acc: 31.700000762939453
Train Epoch: 7 [20480/49000 (42%)]	Train Loss: 2.172101	Val Loss: 2.148046	Val Acc: 31.299999237060547
Train Epoch: 7 [25600/49000 (52%)]	Train Loss: 2.191595	Val Loss: 2.147056	Val Acc: 31.399999618530273
Train Epoch: 7 [30720/49000 (62%)]	Train Loss: 2.168042	Val Loss: 2.149177	Val Acc: 31.200000762939453
Train Epoch: 7 [35840/49000 (73%)]	Train Loss: 2.195466	Val Loss: 2.150850	Val Acc: 31.0
Train Epoch: 7 [40960/49000 (83%)]	Train Loss: 2.162288	Val Loss: 2.148062	Val Acc: 31.299999237060547
Train Epoch: 7 [46080/49000 (94%)]	Train Loss: 2.144698	Val Loss: 2.147133	Val Acc: 31.399999618530273
Train Epoch: 8 [0/49000 (0%)]	Train Loss: 2.160257	Val Loss: 2.148119	Val Acc: 31.299999237060547
Train Epoch: 8 [5120/49000 (10%)]	Train Loss: 2.185749	Val Loss: 2.148122	Val Acc: 31.299999237060547
Train Epoch: 8 [10240/49000 (21%)]	Train Loss: 2.164102	Val Loss: 2.144001	Val Acc: 31.700000762939453
Train Epoch: 8 [15360/49000 (31%)]	Train Loss: 2.162311	Val Loss: 2.144013	Val Acc: 31.700000762939453
Train Epoch: 8 [20480/49000 (42%)]	Train Loss: 2.183918	Val Loss: 2.146146	Val Acc: 31.5
Train Epoch: 8 [25600/49000 (52%)]	Train Loss: 2.179882	Val Loss: 2.147088	Val Acc: 31.399999618530273
Train Epoch: 8 [30720/49000 (62%)]	Train Loss: 2.177850	Val Loss: 2.148068	Val Acc: 31.299999237060547
Train Epoch: 8 [35840/49000 (73%)]	Train Loss: 2.177936	Val Loss: 2.149114	Val Acc: 31.200000762939453
Train Epoch: 8 [40960/49000 (83%)]	Train Loss: 2.162311	Val Loss: 2.151136	Val Acc: 31.0
Train Epoch: 8 [46080/49000 (94%)]	Train Loss: 2.185745	Val Loss: 2.152137	Val Acc: 30.899999618530273
Train Epoch: 9 [0/49000 (0%)]	Train Loss: 2.164264	Val Loss: 2.154395	Val Acc: 30.700000762939453
Train Epoch: 9 [5120/49000 (10%)]	Train Loss: 2.189657	Val Loss: 2.153099	Val Acc: 30.799999237060547
Train Epoch: 9 [10240/49000 (21%)]	Train Loss: 2.170126	Val Loss: 2.152137	Val Acc: 30.899999618530273
Train Epoch: 9 [15360/49000 (31%)]	Train Loss: 2.174030	Val Loss: 2.153099	Val Acc: 30.799999237060547
Train Epoch: 9 [20480/49000 (42%)]	Train Loss: 2.201372	Val Loss: 2.154193	Val Acc: 30.700000762939453
Train Epoch: 9 [25600/49000 (52%)]	Train Loss: 2.144532	Val Loss: 2.153105	Val Acc: 30.799999237060547
Train Epoch: 9 [30720/49000 (62%)]	Train Loss: 2.168097	Val Loss: 2.155128	Val Acc: 30.600000381469727
Train Epoch: 9 [35840/49000 (73%)]	Train Loss: 2.162297	Val Loss: 2.154221	Val Acc: 30.700000762939453
Train Epoch: 9 [40960/49000 (83%)]	Train Loss: 2.175983	Val Loss: 2.157029	Val Acc: 30.399999618530273
Train Epoch: 9 [46080/49000 (94%)]	Train Loss: 2.158388	Val Loss: 2.157099	Val Acc: 30.399999618530273
Train Epoch: 10 [0/49000 (0%)]	Train Loss: 2.158290	Val Loss: 2.155953	Val Acc: 30.5
Train Epoch: 10 [5120/49000 (10%)]	Train Loss: 2.155636	Val Loss: 2.153161	Val Acc: 30.799999237060547
Train Epoch: 10 [10240/49000 (21%)]	Train Loss: 2.193801	Val Loss: 2.154138	Val Acc: 30.700000762939453
Train Epoch: 10 [15360/49000 (31%)]	Train Loss: 2.168171	Val Loss: 2.154138	Val Acc: 30.700000762939453
Train Epoch: 10 [20480/49000 (42%)]	Train Loss: 2.166217	Val Loss: 2.153135	Val Acc: 30.799999237060547
Train Epoch: 10 [25600/49000 (52%)]	Train Loss: 2.166193	Val Loss: 2.155072	Val Acc: 30.600000381469727
Train Epoch: 10 [30720/49000 (62%)]	Train Loss: 2.138873	Val Loss: 2.155092	Val Acc: 30.600000381469727
Train Epoch: 10 [35840/49000 (73%)]	Train Loss: 2.197468	Val Loss: 2.154104	Val Acc: 30.700000762939453
Train Epoch: 10 [40960/49000 (83%)]	Train Loss: 2.183796	Val Loss: 2.154102	Val Acc: 30.700000762939453
Train Epoch: 10 [46080/49000 (94%)]	Train Loss: 2.175983	Val Loss: 2.157036	Val Acc: 30.399999618530273

test set: Average loss: 2.1741, Accuracy: 2869/10000 (29%)

